id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,pub,url,label
urn:lsid:ipni.org:names:77368636-1,"(C.P.Wang & X.L.Yang) Y.H.Zhou, H.Q.Zhang, Wei Huan Chen & L.Tan",Poaceae Elymus purpuraristatus C.P.Wang & X.L.Yang,(C.P.Wang & X.L.Yang),904112-1,,,158(3): 346,,,,,,,,,,,,03/09/2025 08:01,12/09/2025 17:06,,,Poaceae,Campeiostachys dahurica var. purpuraristata,Campeiostachys dahurica var. purpuraristata,Campeiostachys,,f,f,,,,,purpuraristata,,,,,,,,,,,,,,,,,,,,,,,,77323248-1,Pl. Ecol. Evol.,urn:lsid:ipni.org:publications:20011731-1,2025,2025 [12 Sep 2025],[12 Sep 2025],"Y.H.Zhou, H.Q.Zhang, Wei Huan Chen & L.Tan",var.,Pl. Ecol. Evol. 158(3): 346. 2025 [12 Sep 2025] [epublished],[epublished],doi:10.5091/plecevo.153974,,,11,dahurica,"(Turcz. ex Griseb.) B.R.Baum, J.L.Yang & C.Yen",,f,t,,,,,,,X.L.Yang@20046690-1@6@bas$C.P.Wang@20004617-1@5@bas$Y.H.Zhou@37208-1@1@aut$Wei Huan Chen@20046691-1@3@aut$L.Tan@20048525-1@4@aut$H.Q.Zhang@20029835-1@2@aut,J.L.Yang@0-0@2@aut$B.R.Baum@0-0@1@aut$Griseb.@0-0@5@basEx$C.Yen@0-0@3@aut$Turcz.@0-0@4@bas,,comb. et stat. nov.,,1.2,f,campeiostachys~dahuricapurpuraristata,poaceaecampeiostachys~dahuricapurpuraristata,wfo-1200114799,,variety,,,,,Pl. Ecol. Evol. 158(3): 346 (2025),https://www.ipni.org/77368636-1,IPNI Record: 77368636-1
urn:lsid:ipni.org:names:77368637-1,W.Bull ex R.Hogg & T.Moore,,,,,,1863: 84,,,,,,,,,,,,03/09/2025 12:27,03/09/2025 12:27,Brazil (Southern America),,Orchidaceae,Anoectochilus argyraeus,Anoectochilus argyraeus,Anoectochilus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325755-2,Florist & Pomol.,urn:lsid:ipni.org:publications:8722-2,1863,1863 [early Jun 1863],[early Jun 1863],W.Bull ex R.Hogg & T.Moore,spec.,Florist & Pomol. 1863: 84. [early Jun 1863] ,,,,,9,argyraeus,,,f,t,,,,,,,W.Bull@1279-1@1@aut$T.Moore@6623-1@3@autEx$R.Hogg@4032-1@2@autEx,,,tax. nov.,,1.1,f,anoectochilus~argyraeus,orchidaceaeanoectochilus~argyraeus~,wfo-1000084687,,species,,,,,Florist & Pomol. 1863: 84 (1863),https://www.ipni.org/77368637-1,IPNI Record: 77368637-1
urn:lsid:ipni.org:names:77368638-1,W.Bull ex R.Hogg & T.Moore,,,,,,1863: 85,,,,,,,,,,,,03/09/2025 12:30,03/09/2025 12:30,,,Orchidaceae,Nephelaphyllum cordatum,Nephelaphyllum cordatum,Nephelaphyllum,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30090-1,Florist & Pomol.,urn:lsid:ipni.org:publications:8722-2,1863,1863 [early Jun 1863],[early Jun 1863],W.Bull ex R.Hogg & T.Moore,spec.,Florist & Pomol. 1863: 85. [early Jun 1863] ,,English descr.,,,8,cordatum,,,f,t,,,,,,,W.Bull@1279-1@1@aut$R.Hogg@4032-1@2@autEx$T.Moore@6623-1@3@autEx,,,tax. nov.,,1.1,f,nephelaphyllum~cordatum,orchidaceaenephelaphyllum~cordatum~,wfo-1000084688,,species,,,,,Florist & Pomol. 1863: 85 (1863),https://www.ipni.org/77368638-1,IPNI Record: 77368638-1
urn:lsid:ipni.org:names:77368639-1,Veitch ex R.Hogg & T.Moore,,,,,,1863: 86,,,,,,,,,,,,03/09/2025 12:33,03/09/2025 12:33,,,Adiantaceae,Cheilanthes borsigiana,Cheilanthes borsigiana,Cheilanthes,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331102-2,Florist & Pomol.,urn:lsid:ipni.org:publications:8722-2,1863,1863 [early Jun 1863],[early Jun 1863],Veitch ex R.Hogg & T.Moore,spec.,Florist & Pomol. 1863: 86. [early Jun 1863] ,,English descr.,,,8,borsigiana,,,f,t,,,,,,,T.Moore@6623-1@3@autEx$R.Hogg@4032-1@2@autEx$Veitch@11109-1@1@aut,,,tax. nov.,,1.1,f,cheilanthes~borsigiana,adiantaceaecheilanthes~borsigiana~,wfo-1000085022,,species,,,,,Florist & Pomol. 1863: 86 (1863),https://www.ipni.org/77368639-1,IPNI Record: 77368639-1
urn:lsid:ipni.org:names:77368640-1,Veitch ex R.Hogg & T.Moore,,,,,,1863: 114,,,,,,,,,,,,03/09/2025 12:37,03/09/2025 12:37,,,Melastomataceae,Miconia argyroneura,Miconia argyroneura,Miconia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327221-2,Florist & Pomol.,urn:lsid:ipni.org:publications:8722-2,1863,1863 [early Aug 1863],[early Aug 1863],Veitch ex R.Hogg & T.Moore,spec.,Florist & Pomol. 1863: 114. [early Aug 1863] ,,English descr.,,,8,argyroneura,,,f,t,,,,,,,T.Moore@6623-1@3@autEx$R.Hogg@4032-1@2@autEx$Veitch@11109-1@1@aut,,,tax. nov.,,1.1,f,miconia~argyroneura,melastomataceaemiconia~argyroneura~,wfo-1000085023,,species,,,,,Florist & Pomol. 1863: 114 (1863),https://www.ipni.org/77368640-1,IPNI Record: 77368640-1
urn:lsid:ipni.org:names:77368641-1,Backh. ex R.Hogg & T.Moore,,,,,,1863: 164,,,,,,,,,,,,03/09/2025 12:39,03/09/2025 12:39,,,Adiantaceae,Adiantum ghiesbreghtii,Adiantum ghiesbreghtii,Adiantum,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328214-2,Florist & Pomol.,urn:lsid:ipni.org:publications:8722-2,1863,1863 [early Nov 1863],[early Nov 1863],Backh. ex R.Hogg & T.Moore,spec.,Florist & Pomol. 1863: 164. [early Nov 1863] ,,English descr.,,,8,ghiesbreghtii,,,f,t,,,,,,,Backh.@370-1@1@aut$T.Moore@6623-1@3@autEx$R.Hogg@4032-1@2@autEx,,,tax. nov.,,1.1,f,adiantum~ghiesbreghtii,adiantaceaeadiantum~ghiesbreghtii~,wfo-1000085024,,species,,,,,Florist & Pomol. 1863: 164 (1863),https://www.ipni.org/77368641-1,IPNI Record: 77368641-1
urn:lsid:ipni.org:names:77368642-1,H.Low ex R.Hogg & T.Moore,,,,,,1864: 19,,,,,,,,,,,,03/09/2025 12:46,03/09/2025 12:46,,,Orchidaceae,Dendrobium eburneum,Dendrobium eburneum,Dendrobium,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325886-2,Florist & Pomol.,urn:lsid:ipni.org:publications:8722-2,1864,1864 [early Jan 1864],[early Jan 1864],H.Low ex R.Hogg & T.Moore,spec.,Florist & Pomol. 1864: 19. [early Jan 1864] ,,English descr.,,,8,eburneum,,,f,t,,,,,,,R.Hogg@4032-1@2@autEx$H.Low@14260-1@1@aut$T.Moore@6623-1@3@autEx,,,tax. nov.,,1.1,f,dendrobium~eburneum,orchidaceaedendrobium~eburneum~,wfo-1000085025,,species,,,,,Florist & Pomol. 1864: 19 (1864),https://www.ipni.org/77368642-1,IPNI Record: 77368642-1
urn:lsid:ipni.org:names:77368643-1,Veitch,,,,,,2: 543,,,,,,,,,,,,03/09/2025 13:02,03/09/2025 15:23,,,Adiantaceae,Adiantum tinctum,Adiantum tinctum,Adiantum,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328214-2,Proc. Roy. Hort. Soc. London,urn:lsid:ipni.org:publications:9599-2,1862,1862 [after 1 Aug 1862],[after 1 Aug 1862],Veitch,spec.,Proc. Roy. Hort. Soc. London 2: 543. 1862 [after 1 Aug 1862] ,,English descr.,,,8,tinctum,,,f,t,,,,,,,Veitch@11109-1@1@aut,,,tax. nov.,,1.2,f,adiantum~tinctum,adiantaceaeadiantum~tinctum~,wfo-1000085027,,species,,,,,Proc. Roy. Hort. Soc. London 2: 543 (1862),https://www.ipni.org/77368643-1,IPNI Record: 77368643-1
urn:lsid:ipni.org:names:77368644-1,Messina,,,,,,43: 4,,16,,5,,3155,2012,,"R.L. Johnstone, S. Clarke &amp; C. Avery",,,03/09/2025 13:35,03/09/2025 13:35,"New South Wales (New South Wales, Australia, Australasia)",,Asteraceae,Olearia apiculata,Olearia apiculata,Olearia,,f,f,,,,,,,,,,,"C. 10 km W of  Capertee, Stockyard Gully, c. 300 m S of confluence  with Turon River, Turon National Park",,,,,,,,,,,,,,,,,,331811-2,Muelleria,urn:lsid:ipni.org:publications:1554-2,2025,2025 [24 Feb 2025],[24 Feb 2025],Messina,spec.,Muelleria 43: 4. 2025 [24 Feb 2025] [epublished],[epublished],[english],,,11,apiculata,,,f,t,,holotype NSW 894316,,,,,Messina@20016742-1@1@aut,,,tax. nov.,,1.1,f,olearia~apiculata,asteraceaeolearia~apiculata~,wfo-1000084689,,species,,,,,Muelleria 43: 4 (2025),https://www.ipni.org/77368644-1,IPNI Record: 77368644-1
urn:lsid:ipni.org:names:77368645-1,(Borbás) Soó,Boraginaceae Lappula lappula (L.) H.Karst. var. leucochaeta Borbás,(Borbás),77368112-1,,,11: 246,,,,,,,,,,,,03/09/2025 14:55,03/09/2025 14:55,,,Boraginaceae,Lappula squarrosa f. leucochaeta,Lappula squarrosa f. leucochaeta,Lappula,,f,f,,,,,leucochaeta,,,,,,,,,,nom. inval.    Basionym not validly published.,,nom. inval.,,,,,,,,,,,,117629-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 246. 1965 ,,,,,12,squarrosa,Dumort.,,f,t,,,,,,,Soó@9897-1@1@aut$Borbás@977-1@2@bas,Dumort.@18271-1@1@aut,,comb. et stat. nov.,,1.1,f,lappula~squarrosaleucochaeta,boraginaceaelappula~squarrosaleucochaeta,wfo-1200114766,,form,,,,,Acta Bot. Acad. Sci. Hung. 11: 246 (1965),https://www.ipni.org/77368645-1,IPNI Record: 77368645-1
urn:lsid:ipni.org:names:77368646-1,W.Bull,,,,,,3: 107,,,,,,,,,,,,03/09/2025 15:17,03/09/2025 15:20,,,Orchidaceae,Anoectochilus argyraeus,Anoectochilus argyraeus,Anoectochilus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325755-2,Proc. Roy. Hort. Soc. London,urn:lsid:ipni.org:publications:9599-2,1863,1863 [after 1 Apr 1863],[after 1 Apr 1863],W.Bull,spec.,Proc. Roy. Hort. Soc. London 3: 107. 1863 [after 1 Apr 1863] ,,English descr.,,,8,argyraeus,,,f,t,,,,,,,W.Bull@1279-1@1@aut,,,tax. nov.,,1.2,f,anoectochilus~argyraeus,orchidaceaeanoectochilus~argyraeus~,wfo-1000085026,,species,,,,,Proc. Roy. Hort. Soc. London 3: 107 (1863),https://www.ipni.org/77368646-1,IPNI Record: 77368646-1
urn:lsid:ipni.org:names:77368647-1,"Swanepoel, K.G.Dexter, E.A.Tripp & A.E.van Wyk",,,,,,716(3): 165,,20,,3,,645,2022,,Swanepoel,,,03/09/2025 15:49,03/09/2025 15:49,"Namibia (Southern Africa, Africa)",,Acanthaceae,Petalidium saxatile,Petalidium saxatile,Petalidium,,f,f,,,,,,,,,,,"Kunene Region: Farm Driefontein 716, ca. 8 km south-southwest of homestead, southern tributary to Springbok River, 2013BD, 869 m",,,,,,,,,,,,,,,,,,803-1,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [3 Sep 2025],[3 Sep 2025],"Swanepoel, K.G.Dexter, E.A.Tripp & A.E.van Wyk",spec.,Phytotaxa 716(3): 165. 2025 [3 Sep 2025] [epublished],[epublished],"doi:10.11646/phytotaxa.716.3.1 [english] Etymology: 'The specific epithet refers to the habitat in which Petalidium saxatile is most often found; derived from the Latin 'saxatilis', dwelling or found among rocks (Stearn 2004)'.",,,11,saxatile,,,f,t,,holotype WIND;isotype PRE;isotype PRU,,,,,A.E.van Wyk@13162-1@4@aut$E.A.Tripp@20012343-1@3@aut$K.G.Dexter@20017703-1@2@aut$Swanepoel@20005428-1@1@aut,,,tax. nov.,,1.1,f,petalidium~saxatile,acanthaceaepetalidium~saxatile~,wfo-1000084690,,species,,,,,Phytotaxa 716(3): 165 (2025),https://www.ipni.org/77368647-1,IPNI Record: 77368647-1
urn:lsid:ipni.org:names:77368648-1,G.D.Duncan,,,,,,42(1): 74,,23,,8,,2807,2005,,A.D.Harrower,,,03/09/2025 16:13,16/09/2025 14:24,"Northern Cape Province (Cape Provinces, Southern Africa, Africa)",,Amaryllidaceae,Strumaria callista,Strumaria callista,Strumaria,,f,f,,,,,,,,,,,2918 (Gamoep): Rietfontein north of Gamoep in Platbakkies Succulent Shrubland.,,,,,,,,,,,,,,,,,,1646-1,Bot. Mag.,urn:lsid:ipni.org:publications:864-2,2025,2025 [23 Apr 2025],[23 Apr 2025],G.D.Duncan,spec.,Bot. Mag. 42(1): 74. 2025 [23 Apr 2025] [epublished],[epublished],doi:10.1111/curt.12625 [english],,,11,callista,,,f,t,,holotype BOL,,,,,G.D.Duncan@35874-1@1@aut,,,tax. nov.,,1.3,f,strumaria~callista,amaryllidaceaestrumaria~callista~,wfo-1000084801,,species,,,,,Bot. Mag. 42(1): 74 (2025),https://www.ipni.org/77368648-1,IPNI Record: 77368648-1
urn:lsid:ipni.org:names:77368652-1,"Refulio, Klahs & L.G.Clark",,,,,,716(4): 232,,8,,6,,4221,1997,,"B.Boyle, M.Arakaki &amp; H.Beltrán",,,04/09/2025 11:07,15/09/2025 15:57,"Peru (Western South America, Southern America)",W,Poaceae,Chusquea robinfosteri,Chusquea robinfosteri,Chusquea,,f,f,,,,,,,,11,39,36,"Junín: Satipo Province/Cusco: La Convención Province. Cordillera Vilcabamba, Otishi National Park, 3350–3400 m",73,40,2,,,,,,S,,,,,,,,,17754-1,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [4 Sep 2025],[4 Sep 2025],"Refulio, Klahs & L.G.Clark",spec.,Phytotaxa 716(4): 232. 2025 [4 Sep 2025] [epublished],[epublished],"doi:10.11646/phytotaxa.716.4.1 [english] Etymology: 'named in honor of Robin B. Foster (Field Museum, Chicago and ForestGEO)'.",,,11,robinfosteri,,,f,t,,holotype USM;isotype F;isotype ISC,,,,,Refulio@39506-1@1@aut$L.G.Clark@17286-1@3@aut$Klahs@20091849-1@2@aut,,,tax. nov.,,1.4,f,chusquea~robinfosteri,poaceaechusquea~robinfosteri~,wfo-1000084796,,species,,,,,Phytotaxa 716(4): 232 (2025),https://www.ipni.org/77368652-1,IPNI Record: 77368652-1
urn:lsid:ipni.org:names:77368653-1,Á.J.Pérez & E.Rea,,,,,,716(4): 250,,12,,9,,12198,2024,,"Pérez, Hidalgo &amp; Ramón",,,04/09/2025 13:21,04/09/2025 13:21,"Ecuador (Western South America, Southern America)",,Magnoliaceae,Magnolia tapichalacaensis,Magnolia tapichalacaensis,Magnolia,,f,f,,,,,,,,,,,"Zamora Chinchipe: Cantón Palanda, Parroquia Valladolid, Reserva Tapichalaca, sector Quebrada Honda-Palmeras, 2200–2500 m",,,,,,,,,,,,,,,,,,30000709-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [4 Sep 2025],[4 Sep 2025],Á.J.Pérez & E.Rea,spec.,Phytotaxa 716(4): 250. 2025 [4 Sep 2025] [epublished],[epublished],doi:10.11646/phytotaxa.716.4.2 [english] Etymology 'Named after the type locality' [Reserva Tapichalaca].,,,11,tapichalacaensis,,,f,t,,holotype QCA 254427;isotype G G01094193;isotype LOJA;isotype QCNE;isotype UTPL,,,,,E.Rea@20060667-1@2@aut$Á.J.Pérez@20017923-1@1@aut,,,tax. nov.,,1.1,f,magnolia~tapichalacaensis,magnoliaceaemagnolia~tapichalacaensis~,wfo-1000084692,,species,,,,,Phytotaxa 716(4): 250 (2025),https://www.ipni.org/77368653-1,IPNI Record: 77368653-1
urn:lsid:ipni.org:names:77368655-1,(C.K.Schneid.) I.V.Belyaeva,Salicaceae Salix apatela C.K.Schneid.,(C.K.Schneid.),777050-1,,,42(1): 92,,,,,,,,,,,,04/09/2025 14:50,16/09/2025 14:25,,,Salicaceae,Salix magnifica f. apatela,Salix magnifica f. apatela,Salix,,f,f,,,,,apatela,,,,,,,,,,,,,,,,,,,,,,,,778130-1,Bot. Mag.,urn:lsid:ipni.org:publications:864-2,2025,2025 [6 May 2025],[6 May 2025],I.V.Belyaeva,f.,Bot. Mag. 42(1): 92. 2025 [6 May 2025] [epublished],[epublished],doi:10.1111/curt.12631,,,11,magnifica,Hemsl.,,f,t,,,,,,,I.V.Belyaeva@39091-1@1@aut$C.K.Schneid.@9189-1@2@bas,Hemsl.@3825-1@1@aut,,comb. et stat. nov.,,1.4,f,salix~magnificaapatela,salicaceaesalix~magnificaapatela,wfo-1200114874,,form,,,,,Bot. Mag. 42(1): 92 (2025),https://www.ipni.org/77368655-1,IPNI Record: 77368655-1
urn:lsid:ipni.org:names:77368656-1,(C.K.Schneid.) I.V.Belyaeva,Salicaceae Salix ulotricha C.K.Schneid.,(C.K.Schneid.),779095-1,,,42(1): 92,,,,,,,,,,,,04/09/2025 15:00,16/09/2025 14:25,,,Salicaceae,Salix magnifica f. ulotricha,Salix magnifica f. ulotricha,Salix,,f,f,,,,,ulotricha,,,,,,,,,,,,,,,,,,,,,,,,778130-1,Bot. Mag.,urn:lsid:ipni.org:publications:864-2,2025,2025 [6 May 2025],[6 May 2025],I.V.Belyaeva,f.,Bot. Mag. 42(1): 92. 2025 [6 May 2025] [epublished],[epublished],doi:10.1111/curt.12631,,,11,magnifica,Hemsl.,,f,t,,,,,,,I.V.Belyaeva@39091-1@1@aut$C.K.Schneid.@9189-1@2@bas,Hemsl.@3825-1@1@aut,,comb. et stat. nov.,,1.4,f,salix~magnificaulotricha,salicaceaesalix~magnificaulotricha,wfo-1200114875,,form,,,,,Bot. Mag. 42(1): 92 (2025),https://www.ipni.org/77368656-1,IPNI Record: 77368656-1
urn:lsid:ipni.org:names:77368658-1,J.Harrison,,,,,,5: 188,,,,,,,,,,,,04/09/2025 15:24,04/09/2025 15:24,,,Scrophulariaceae,Mimulus × claptonius,Mimulus × claptonius,Mimulus,,t,f,"162384-2,805898-1",(Mimulus variegatus Hort. Paris. ex Poit. × Mimulus cardinalis Douglas ex Benth.),,,,,,,,,,,,,,,,,,,,,,,,,,,326338-2,Floric. Cab. & Florist's Mag.,urn:lsid:ipni.org:publications:14031-2,1837,1837 [1 Aug 1837],[1 Aug 1837],J.Harrison,spec.,"Floric. Cab. & Florist's Mag. 5: 188. 1837 [1 Aug 1837] , as 'Claptonia'",", as 'Claptonia'",Etymology: Clapton Nursery. English descr.,,,8,claptonius,,,f,t,,,,,,,J.Harrison@20016366-2@1@aut,,,tax. nov.,,1.1,f,mimulus~claptonius,scrophulariaceaemimulus~claptonius~,wfo-1000084695,,species,,,,,Floric. Cab. & Florist's Mag. 5: 188 (1837),https://www.ipni.org/77368658-1,IPNI Record: 77368658-1
urn:lsid:ipni.org:names:77368659-1,(J.Harrison) Mabb.,Scrophulariaceae Mimulus × claptonius J.Harrison,(J.Harrison),77368658-1,,,7(3): 17,,,,,,,,,,,,04/09/2025 15:30,04/09/2025 15:30,,,Scrophulariaceae,Erythranthe × claptonia,Erythranthe × claptonia,Erythranthe,,t,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37635-1,Pl. Rev.,urn:lsid:ipni.org:publications:20026899-1,2025,2025 [Sep 2025],[Sep 2025],Mabb.,spec.,Pl. Rev. 7(3): 17. 2025 [Sep 2025] ,,,,,11,claptonia,,,f,t,,,,,,,Mabb.@5881-1@1@aut$J.Harrison@20016366-2@2@bas,,,comb. nov.,,1.1,f,erythranthe~claptonia,scrophulariaceaeerythranthe~claptonia~,wfo-1000084696,,species,,,,,Pl. Rev. 7(3): 17 (2025),https://www.ipni.org/77368659-1,IPNI Record: 77368659-1
urn:lsid:ipni.org:names:77368660-1,(J.Harrison) Mabb.,Scrophulariaceae Mimulus × hodsonii J.Harrison,(J.Harrison),77358682-1,,,7(3): 17,,,,,,,,,,,,04/09/2025 15:36,04/09/2025 15:36,,,Scrophulariaceae,Erythranthe × hodsonii,Erythranthe × hodsonii,Erythranthe,,t,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37635-1,Pl. Rev.,urn:lsid:ipni.org:publications:20026899-1,2025,2025 [Sep 2025],[Sep 2025],Mabb.,spec.,Pl. Rev. 7(3): 17. 2025 [Sep 2025] ,,,,,11,hodsonii,,,f,t,,,,,,,J.Harrison@20016366-2@2@bas$Mabb.@5881-1@1@aut,,,comb. nov.,,1.1,f,erythranthe~hodsonii,scrophulariaceaeerythranthe~hodsonii~,wfo-1000084697,,species,,,,,Pl. Rev. 7(3): 17 (2025),https://www.ipni.org/77368660-1,IPNI Record: 77368660-1
urn:lsid:ipni.org:names:77368661-1,(J.K.Henry) Dawn Edwards,Scrophulariaceae Mimulus lewisii  var. albus J.K.Henry,(J.K.Henry),161772-2,,,7(3): 63,,,,,,,,,,,,04/09/2025 15:46,04/09/2025 15:46,,,Scrophulariaceae,Erythranthe lewisii f. alba,Erythranthe lewisii f. alba,Erythranthe,,f,f,,,,,alba,,,,,,,,,,,,,,,,,,,,,,,,77120063-1,Pl. Rev.,urn:lsid:ipni.org:publications:20026899-1,2025,2025 [Sep 2025],[Sep 2025],Dawn Edwards,f.,Pl. Rev. 7(3): 63. 2025 [Sep 2025] ,,,,,11,lewisii,(Pursh) G.L.Nesom & N.S.Fraga,,f,t,,,,,,,J.K.Henry@3851-1@2@bas$Dawn Edwards@20027386-1@1@aut,N.S.Fraga@20019609-1@2@aut$G.L.Nesom@13601-1@1@aut$Pursh@8035-1@3@bas,,comb. nov.,,1.1,f,erythranthe~lewisiialba,scrophulariaceaeerythranthe~lewisiialba,wfo-1200114767,,form,,,,,Pl. Rev. 7(3): 63 (2025),https://www.ipni.org/77368661-1,IPNI Record: 77368661-1
urn:lsid:ipni.org:names:77368662-1,Rajbh. & R.Chhetri,,,,,,5: 127,,29,,8,,10234,1983,,N.P.Manandhar,,,04/09/2025 16:49,16/09/2025 13:40,"Nepal (Indian Subcontinent, Asia-Tropical)",,Asteraceae,Lophiolepis nishiokae var. sanjeev-raii,Lophiolepis nishiokae var. sanjeev-raii,Lophiolepis,,f,f,,,,,sanjeev-raii,,,,,,"Central Nepal, Mustang District, Kokethanti, 2500 m",,,,,,,,,,,,,,,,,,77309643-1,Handb. Fl. Pl. Nepal,urn:lsid:ipni.org:publications:20025480-1,2024,2024 [Jul 2024],[Jul 2024],Rajbh. & R.Chhetri,var.,Handb. Fl. Pl. Nepal 5: 127. 2024 [Jul 2024] ,,"[english] Etymology: 'Named for Dr. Sanjeev Kumar Rai, Director General of the Department of Plant Resources, Government of Nepal'.",,,11,nishiokae,"(Kitam.) Del Guacchio, Bureš, Iamonico & P.Caputo",,f,t,,holotype KATH,,,,,R.Chhetri@20042582-1@2@aut$Rajbh.@25247-1@1@aut,Iamonico@20016962-1@3@aut$P.Caputo@20015525-1@4@aut$Del Guacchio@20015732-1@1@aut$Bureš@20013477-1@2@aut$Kitam.@4820-1@5@bas,,tax. nov.,,1.2,f,lophiolepis~nishiokaesanjeev-raii,asteraceaelophiolepis~nishiokaesanjeev-raii,wfo-1200114817,,variety,,,,,Handb. Fl. Pl. Nepal 5: 127 (2024),https://www.ipni.org/77368662-1,IPNI Record: 77368662-1
urn:lsid:ipni.org:names:77368663-1,Snarkis,,,,,,225,,,,,,,,,,,,04/09/2025 17:16,04/09/2025 17:16,,,Salicaceae,Salix fragilis var. capitata,Salix fragilis var. capitata,Salix,,f,f,,,,,capitata,,,,,,,,,,nom. inval.    Published without Latin descriptiption,,nom. inval.,,,,,,,,,,,,777611-1,Vad. Liet. Augal. Paž.,urn:lsid:ipni.org:publications:20060004-1,1954,1954,,Snarkis,var.,Vad. Liet. Augal. Paž. 225. 1954 as 'capitalus',as 'capitalus',,,,7,fragilis,L.,,f,t,,,,,,,Snarkis@0-0@1@aut,L.@12653-1@1@aut,,tax. nov.,,1.2,f,salix~fragiliscapitata,salicaceaesalix~fragiliscapitata,wfo-1200114864,,variety,,,,,Vad. Liet. Augal. Paž. 225 (1954),https://www.ipni.org/77368663-1,IPNI Record: 77368663-1
urn:lsid:ipni.org:names:77368664-1,Szabó,,,,,,36(4): 437,,,,,,,,,,,,04/09/2025 20:22,08/09/2025 15:19,,,Dipsacaceae,Knautia arvensis f. lanceolata,Knautia arvensis f. lanceolata,Knautia,,f,f,,,,,lanceolata,,,,,,,,,,,,,,,,,,,,,,,null:,319318-1,Bot. Jahrb. Syst.,urn:lsid:ipni.org:publications:553-2,1905,1905,,Szabó,f.,Bot. Jahrb. Syst. 36(4): 437. 1905 ,,,77368485-1,,9,arvensis,Coult.,,f,t,,,,,,,Szabó@10362-1@1@aut,Coult.@0-0@1@aut,,nom. et stat. nov.,,1.3,f,knautia~arvensislanceolata,dipsacaceaeknautia~arvensislanceolata,wfo-1200114770,,form,,,,,Bot. Jahrb. Syst. 36(4): 437 (1905),https://www.ipni.org/77368664-1,IPNI Record: 77368664-1
